5000,16566
10000,26491
15000,29237
20000,29000
25000,30156
30000,32816
35000,36341
40000,39644
45000,47870
50000,53297
55000,52025
60000,52924
65000,54053
70000,55490
75000,60905
80000,58150
85000,70768
90000,58662
95000,75583
100000,73078
