5000,149
10000,165
15000,188
20000,211
25000,127
30000,136
35000,185
40000,123
45000,118
50000,108
55000,94
60000,95
65000,109
70000,119
75000,115
80000,102
85000,89
90000,96
95000,96
100000,104
