5000,57
10000,56
15000,37
20000,34
25000,21
30000,21
35000,21
40000,21
45000,21
50000,20
55000,21
60000,19
65000,21
70000,18
75000,19
80000,19
85000,20
90000,17
95000,20
100000,19
