5000,8629
10000,12561
15000,13137
20000,17037
25000,14598
30000,19200
35000,20258
40000,23697
45000,26412
50000,30058
55000,29739
60000,34773
65000,38859
70000,38171
75000,38416
80000,43872
85000,41120
90000,40951
95000,51264
100000,59244
