5000,79
10000,53
15000,46
20000,42
25000,28
30000,26
35000,39
40000,32
45000,24
50000,23
55000,26
60000,23
65000,25
70000,29
75000,24
80000,28
85000,25
90000,26
95000,26
100000,27
