5000,19300
10000,26476
15000,29748
20000,38006
25000,35906
30000,36757
35000,42111
40000,46910
45000,51171
50000,56257
55000,62705
60000,68546
65000,74196
70000,79498
75000,84816
80000,91149
85000,97014
90000,101936
95000,107727
100000,113210
