5000,10869
10000,16073
15000,17091
20000,19847
25000,15605
30000,22701
35000,22060
40000,26144
45000,31420
50000,31165
55000,37801
60000,32409
65000,40334
70000,44545
75000,52071
80000,52635
85000,56419
90000,56007
95000,57625
100000,58185
