5000,14191
10000,17215
15000,19213
20000,22997
25000,22263
30000,23182
35000,24333
40000,26298
45000,29871
50000,31398
55000,24899
60000,32539
65000,35026
70000,46016
75000,38179
80000,44361
85000,36358
90000,50090
95000,46995
100000,45985
