5000,112
10000,86
15000,58
20000,90
25000,43
30000,28
35000,29
40000,33
45000,35
50000,32
55000,33
60000,30
65000,33
70000,32
75000,31
80000,31
85000,41
90000,37
95000,35
100000,29
