5000,9466
10000,14148
15000,17309
20000,16715
25000,17188
30000,16066
35000,21866
40000,24228
45000,28486
50000,29753
55000,37536
60000,34359
65000,34492
70000,42605
75000,49405
80000,47746
85000,58417
90000,63738
95000,58043
100000,53980
