5000,228
10000,189
15000,262
20000,242
25000,162
30000,270
35000,132
40000,159
45000,113
50000,125
55000,129
60000,123
65000,118
70000,135
75000,124
80000,122
85000,131
90000,125
95000,110
100000,130
