5000,14849
10000,25514
15000,25941
20000,27288
25000,27771
30000,31573
35000,36145
40000,42429
45000,46186
50000,63661
55000,56955
60000,58088
65000,63243
70000,68947
75000,73937
80000,78305
85000,82860
90000,87294
95000,91130
100000,97726
