5000,99
10000,88
15000,72
20000,82
25000,41
30000,36
35000,42
40000,56
45000,57
50000,34
55000,53
60000,37
65000,39
70000,41
75000,41
80000,35
85000,70
90000,46
95000,42
100000,40
