5000,91
10000,103
15000,74
20000,67
25000,44
30000,49
35000,49
40000,46
45000,43
50000,51
55000,50
60000,44
65000,50
70000,53
75000,47
80000,43
85000,59
90000,47
95000,45
100000,75
