5000,9128
10000,20714
15000,18615
20000,15963
25000,18796
30000,17472
35000,23081
40000,25586
45000,29936
50000,31652
55000,38879
60000,34482
65000,35645
70000,43605
75000,50609
80000,49957
85000,58842
90000,65441
95000,58894
100000,55737
