5000,7310
10000,13327
15000,13803
20000,14153
25000,15876
30000,14442
35000,20092
40000,22699
45000,23704
50000,29429
55000,29560
60000,35052
65000,34059
70000,35469
75000,34900
80000,39003
85000,41391
90000,47109
95000,50576
100000,55004
