5000,70
10000,50
15000,39
20000,38
25000,27
30000,22
35000,22
40000,22
45000,21
50000,21
55000,23
60000,21
65000,22
70000,21
75000,21
80000,22
85000,21
90000,22
95000,21
100000,23
